FID,Shape,TARGET_FID,nitr_ran,lat,long
1044,Point,10450,8.657136,44.4583,-89.5168
417,Point,4180,8.658067,43.3625,-89.5735
1440,Point,14410,8.690505,45.0175,-89.7854
283,Point,2840,8.691413,43.1639,-90.0235
1186,Point,11870,8.699712,44.6161,-89.2882
1323,Point,13240,8.73398,44.8797,-90.3076
459,Point,4600,8.741346,43.4183,-89.5018
395,Point,3960,8.752922,43.3305,-89.5104
29,Point,300,8.756122,42.5667,-90.2224
473,Point,4740,8.762781,43.4386,-89.4046
1330,Point,13310,8.76344,44.8869,-89.9357
167,Point,1680,8.767748,43.0064,-89.0237
476,Point,4770,8.779841,43.4408,-89.274
546,Point,5470,8.782474,43.5505,-89.6048
1464,Point,14650,8.78919,45.0575,-89.234
1248,Point,12490,8.79132,44.7222,-90.0974
1359,Point,13600,8.80646,44.9177,-89.9693
132,Point,1330,8.811424,42.9072,-89.6507
297,Point,2980,8.828158,43.1828,-90.3773
10,Point,110,8.878231,42.5228,-90.3498
548,Point,5490,8.881068,43.5541,-89.5407
180,Point,1810,8.884971,43.0236,-89.8482
1025,Point,10260,8.887618,44.438,-89.4854
367,Point,3680,8.896714,43.3005,-89.464
1262,Point,12630,8.905838,44.7583,-90.3001
370,Point,3710,8.909844,43.3039,-89.1246
1112,Point,11130,8.935637,44.5369,-89.5257
1027,Point,10280,8.936188,44.4396,-89.5082
1293,Point,12940,8.966237,44.828,-90.151
1277,Point,12780,8.974489,44.79,-89.354
1352,Point,13530,8.974932,44.9102,-89.6146
1474,Point,14750,8.985057,45.0755,-90.0518
119,Point,1200,8.994871,42.8506,-89.3696
1443,Point,14440,8.998504,45.0219,-90.2368
525,Point,5260,9.000487,43.5136,-89.0826
373,Point,3740,9.003847,43.308,-89.6346
1313,Point,13140,9.029663,44.8652,-90.0135
542,Point,5430,9.033574,43.5397,-89.2457
1408,Point,14090,9.04204,44.9711,-89.631
1449,Point,14500,9.046101,45.0325,-90.0029
1238,Point,12390,9.047253,44.69,-90.2187
439,Point,4400,9.064981,43.3922,-89.3954
1226,Point,12270,9.072882,44.6675,-89.8421
247,Point,2480,9.077958,43.1216,-89.4875
1249,Point,12500,9.102792,44.7261,-90.2726
364,Point,3650,9.126503,43.2961,-89.3232
1321,Point,13220,9.141606,44.8764,-90.0637
474,Point,4750,9.150646,43.4394,-89.4001
1423,Point,14240,9.206781,44.9925,-89.9473
1333,Point,13340,9.22745,44.8894,-89.6721
505,Point,5060,9.262626,43.4791,-89.3646
74,Point,750,9.267733,42.7011,-89.8687
554,Point,5550,9.271369,43.5619,-89.0912
430,Point,4310,9.283259,43.3811,-89.4604
1326,Point,13270,9.284108,44.883,-89.6304
565,Point,5660,9.288086,43.5841,-89.1565
1102,Point,11030,9.290528,44.5252,-89.7929
1080,Point,10810,9.317796,44.4983,-89.4893
203,Point,2040,9.339821,43.0531,-90.0943
1261,Point,12620,9.373477,44.7572,-90.1201
366,Point,3670,9.376638,43.2989,-89.2773
1026,Point,10270,9.380682,44.4389,-89.2821
1409,Point,14100,9.39009,44.9725,-89.7532
1690,Point,16920,9.39765,45.59,-92.0066
1302,Point,13030,9.404828,44.8486,-90.2396
1692,Point,16940,9.42404,45.6138,-91.6854
211,Point,2120,9.433542,43.0672,-89.4371
1684,Point,16860,9.471585,45.5675,-91.9146
409,Point,4100,9.523578,43.3503,-89.6076
1245,Point,12460,9.579464,44.7125,-90.1599
179,Point,1800,9.586045,43.0219,-89.3668
1104,Point,11050,9.607677,44.5272,-89.8273
191,Point,1920,9.681963,43.0372,-89.2582
294,Point,2950,9.706621,43.1792,-89.2546
1332,Point,13330,9.708983,44.888,-90.2071
190,Point,1910,9.71086,43.0364,-89.2493
1347,Point,13480,9.717033,44.9052,-90.3126
1407,Point,14080,9.737432,44.9686,-89.7098
267,Point,2680,9.737463,43.1455,-89.3754
1685,Point,16870,9.803228,45.57,-91.7238
103,Point,1040,9.808933,42.7986,-89.6012
1124,Point,11250,9.864319,44.5483,-89.8029
146,Point,1470,9.871606,42.9531,-90.1282
158,Point,1590,9.971368,42.9822,-89.5368
202,Point,2030,10.002846,43.0514,-89.3321
300,Point,3010,10.019309,43.1872,-90.2876
285,Point,2860,10.033496,43.1667,-89.0684
1054,Point,10550,10.041808,44.4708,-89.5015
253,Point,2540,10.067716,43.1308,-89.3837
208,Point,2090,10.087341,43.0611,-89.4979
196,Point,1970,10.094852,43.0422,-89.2596
149,Point,1500,10.095987,42.9606,-89.2896
254,Point,2550,10.15366,43.1306,-89.4082
240,Point,2410,10.199064,43.1119,-89.6554
316,Point,3170,10.31352,43.21,-89.784
289,Point,2900,10.325275,43.1736,-89.9693
1117,Point,11180,10.377949,44.5411,-89.4779
295,Point,2960,10.438777,43.1805,-89.804
246,Point,2470,10.481007,43.12,-89.3721
307,Point,3080,10.524762,43.1961,-89.6957
1072,Point,10730,10.576685,44.4911,-89.2654
286,Point,2870,10.585217,43.1678,-89.0604
228,Point,2290,10.716373,43.0931,-89.5348
219,Point,2200,10.845888,43.0803,-89.3801
107,Point,1080,10.928543,42.8094,-89.6346
187,Point,1880,11.056659,43.0331,-89.2573
235,Point,2360,11.299476,43.1053,-89.2921
281,Point,2820,11.317562,43.1622,-89.3876
315,Point,3160,11.377205,43.2089,-89.1754
233,Point,2340,11.515911,43.1025,-89.3171
215,Point,2160,11.669986,43.075,-89.3771
209,Point,2100,11.800232,43.0631,-89.339
175,Point,1760,11.929645,43.0161,-89.4207
48,Point,490,12.462087,42.6186,-89.0037
24,Point,250,12.625749,42.5545,-88.8648
56,Point,570,12.906106,42.6442,-89.1554
34,Point,350,13.108082,42.5789,-88.9387
40,Point,410,13.274896,42.5942,-88.9376
14,Point,150,13.281879,42.532,-89.0715
4,Point,50,13.57854,42.51,-88.8621
71,Point,720,13.588924,42.6917,-88.7993
98,Point,990,13.808124,42.7794,-89.254
73,Point,740,13.843866,42.6992,-89.1387
6,Point,70,14.038298,42.5142,-88.8054
94,Point,950,14.189253,42.7683,-88.554
57,Point,580,14.190142,42.6478,-88.9907
49,Point,500,14.228411,42.6208,-88.9607
117,Point,1180,14.351825,42.8378,-89.0632
7,Point,80,14.371748,42.517,-88.9284
91,Point,920,14.393872,42.7575,-88.7121
43,Point,440,14.457218,42.6028,-89.3537
38,Point,390,14.460921,42.5892,-88.9651
58,Point,590,14.66466,42.6506,-88.9737
41,Point,420,14.776458,42.5961,-89.0068
101,Point,1020,14.867982,42.7903,-88.4182
23,Point,240,14.882079,42.5528,-88.8662
59,Point,600,15.256424,42.6531,-89.3662
35,Point,360,15.334764,42.5809,-88.509
46,Point,470,15.540259,42.6125,-88.4834
47,Point,480,15.656091,42.6156,-89.0421
39,Point,400,15.659574,42.5906,-88.474
62,Point,630,15.69609,42.6661,-88.5448
44,Point,450,15.807176,42.6064,-88.5932
61,Point,620,15.820441,42.662,-88.519
19,Point,200,15.855465,42.5436,-88.5618
97,Point,980,16.081293,42.777,-88.7001
83,Point,840,16.152104,42.7345,-88.6229
37,Point,380,16.252021,42.5856,-88.5073
65,Point,660,16.345606,42.6775,-88.7326
76,Point,770,16.515833,42.7078,-88.7287
106,Point,1070,16.839195,42.807,-88.3759
118,Point,1190,16.848982,42.8425,-88.7362
15,Point,160,17.00755,42.5331,-88.6065
108,Point,1090,17.068311,42.8122,-88.3915
